,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
1362,067370,KR7067370007,선바이오,KOSDAQ,기술성장기업부,9860,3,0,0.0,9860,9900,9700,2930,28680070,121411652300,12313555,KSQ
1363,023000,KR7023000003,삼원강재,KOSPI,,3030,2,-30,-0.98,3055,3055,3020,6613,20042115,121200000000,40000000,STK
1364,289860,KR7289860009,지슨,KONEX,일반기업부,6980,1,80,1.16,6950,6990,6950,1033,7186430,120960461420,17329579,KNX
1365,215090,KR7215090002,휴센텍,KOSDAQ,관리종목(소속부없음),1505,0,0,0.0,0,0,0,0,0,120843123170,80294434,KSQ
1366,061250,KR7061250007,화일약품,KOSDAQ,중견기업부,1816,2,-11,-0.6,1828,1835,1813,110592,201159973,120823612016,66532826,KSQ
1367,178780,KR7178780003,일월지엠엘,KOSDAQ,관리종목(소속부없음),8650,0,0,0.0,0,0,0,0,0,120790286750,13964195,KSQ
1368,033180,KR7033180001,KH 필룩스,KOSPI,,1326,0,0,0.0,0,0,0,0,0,120578746548,90934198,STK
1369,148140,KR7148140007,비디아이,KOSDAQ,관리종목(소속부없음),6140,0,0,0.0,0,0,0,0,0,120570191460,19636839,KSQ
1370,317770,KR7317770006,엑스페릭스,KOSDAQ,벤처기업부,5290,1,250,4.96,5060,5300,5020,276841,1432561010,120514695740,22781606,KSQ
1371,041590,KR7041590001,플래스크,KOSDAQ,중견기업부,915,2,-4,-0.44,921,921,880,434807,390636449,120512225250,131707350,KSQ
1372,264660,KR7264660002,씨앤지하이테크,KOSDAQ,우량기업부,12890,1,20,0.16,13010,13380,12870,12852,167581800,120095292150,9316935,KSQ
1373,232680,KR7232680009,라온테크,KOSDAQ,기술성장기업부,9570,1,70,0.74,9510,9680,9370,65635,626565420,119952619380,12534234,KSQ
1374,054920,KR7054920004,한컴위드,KOSDAQ,중견기업부,4245,2,-85,-1.96,4300,4340,4180,111364,471408400,119781508845,28217081,KSQ
1375,019440,KR7019440007,세아특수강,KOSPI,,13970,2,-60,-0.43,14090,14090,13950,4069,56964140,119722900000,8570000,STK
1376,109670,KR7109670000,씨싸이트,KOSDAQ,중견기업부,20950,2,-500,-2.33,21800,21800,20650,7447,156072850,119685694950,5712921,KSQ
1377,303530,KR7303530000,이노뎁,KOSDAQ,벤처기업부,16270,1,2670,19.63,14700,17560,14700,5421405,88666074280,119410394730,7339299,KSQ
1378,241790,KR7241790005,오션브릿지,KOSDAQ,우량기업부,11900,2,-30,-0.25,11850,11960,11850,13170,156789990,119031344600,10002634,KSQ
1379,054800,KR7054800008,아이디스홀딩스,KOSDAQ,중견기업부,11500,2,-230,-1.96,11730,11730,11470,2263,26127660,118999194000,10347756,KSQ
1380,415380,KR7415380005,스튜디오삼익,KOSDAQ,중견기업부,28150,1,400,1.44,28000,28550,27500,142388,3991829950,118947768700,4225498,KSQ
1381,222040,KR7222040008,코스맥스엔비티,KOSDAQ,중견기업부,5760,2,-50,-0.86,5910,5910,5720,27549,158652010,118817280000,20628000,KSQ
1382,055490,KR7055490007,테이팩스,KOSPI,,24900,1,100,0.4,25000,25200,24600,6640,164927100,118639785000,4764650,STK
1383,009470,KR7009470006,삼화전기,KOSPI,,17920,2,-20,-0.11,18200,18450,17870,49056,889119860,118519654400,6613820,STK
1384,104620,KR7104620000,노랑풍선,KOSDAQ,중견기업부,7480,2,-140,-1.84,7610,7610,7450,17311,129602060,118499102480,15842126,KSQ
1385,353810,KR7353810005,이지바이오,KOSDAQ,우량기업부,3465,2,-25,-0.72,3480,3530,3455,14465,50343730,118474309800,34191720,KSQ
1386,041440,KR7041440009,현대에버다임,KOSDAQ,중견기업부,6600,3,0,0.0,6680,6700,6550,277586,1831810870,118245230400,17915944,KSQ
1387,396690,KR7396690000,미래에셋글로벌리츠,KOSPI,,2985,2,-20,-0.67,3015,3020,2950,31591,94628740,118223730900,39605940,STK
1388,276040,KR7276040003,스코넥,KOSDAQ,기술성장기업부,9410,1,10,0.11,9350,9440,9110,68516,635552310,118137600340,12554474,KSQ
1389,054040,KR7054040001,한국컴퓨터,KOSDAQ,우량기업부,7340,2,-370,-4.8,7560,7590,7200,1094827,8105356940,117963268600,16071290,KSQ
1390,027580,KR7027580000,상보,KOSDAQ,중견기업부,1993,2,-97,-4.64,2095,2135,1991,3047913,6254166266,117948289047,59181279,KSQ
1391,317830,KR7317830008,에스피시스템스,KOSDAQ,벤처기업부,10920,1,30,0.28,10890,11090,10800,70173,769095040,117650092560,10773818,KSQ
1392,267290,KR7267290005,경동도시가스,KOSPI,,19930,1,20,0.1,20000,20000,19850,13563,270099950,117495441580,5895406,STK
1393,058630,KR7058630005,엠게임,KOSDAQ,우량기업부,6000,2,-40,-0.66,6040,6050,5990,52461,315409030,117263262000,19543877,KSQ
1394,263690,KR7263690000,디알젬,KOSDAQ,우량기업부,10350,2,-110,-1.05,10480,10540,10350,4677,48742670,117220063500,11325610,KSQ
1395,052420,KR7052420007,오성첨단소재,KOSDAQ,중견기업부,1406,1,3,0.21,1417,1417,1398,132850,186360035,117122444686,83301881,KSQ
1396,059210,KR7059210005,메타바이오메드,KOSDAQ,벤처기업부,4890,1,10,0.2,4835,5040,4750,579258,2833077845,116686896390,23862351,KSQ
1397,073010,KR7073010001,케이에스피,KOSDAQ,중견기업부,3220,2,-75,-2.28,3295,3380,3140,176046,570950400,116539067540,36192257,KSQ
1398,086670,KR7086670007,비엠티,KOSDAQ,우량기업부,12760,1,10,0.08,12790,12820,12750,9547,122059420,116437220240,9125174,KSQ
1399,012600,KR7012600003,청호ICT,KOSPI,,2490,0,0,0.0,0,0,0,0,0,116119947330,46634517,STK
1400,066620,KR7066620006,국보디자인,KOSDAQ,우량기업부,15480,1,80,0.52,15400,15550,15180,4527,69848790,116100000000,7500000,KSQ
1401,058860,KR7058860008,KTis,KOSPI,,3335,1,15,0.45,3360,3365,3230,1089462,3604798320,116064670000,34802000,STK
1402,126880,KR7126880004,제이엔케이히터,KOSDAQ,우량기업부,5000,2,-50,-0.99,5050,5080,4990,29685,148890995,116024515000,23204903,KSQ
1403,071670,KR7071670004,에이테크솔루션,KOSDAQ,우량기업부,11590,1,740,6.82,10800,11650,10800,293285,3359578970,115900000000,10000000,KSQ
1404,043650,KR7043650001,국순당,KOSDAQ,우량기업부,6470,2,-60,-0.92,6510,6590,6450,45685,296754430,115543226880,17858304,KSQ
1405,271830,KR7271830002,팸텍,KOSDAQ,벤처기업부,4005,1,35,0.88,3985,4080,3910,436820,1742876655,115514685090,28842618,KSQ
1406,000440,KR7000440008,중앙에너비스,KOSDAQ,우량기업부,18550,1,30,0.16,18650,18880,18550,42666,797992940,115513261500,6227130,KSQ
1407,050110,KR7050110006,캠시스,KOSDAQ,중견기업부,1563,2,-10,-0.64,1573,1580,1554,196141,306681600,115387096434,73824118,KSQ
1408,067570,KR7067570002,엔브이에이치코리아,KOSDAQ,중견기업부,2735,2,-40,-1.44,2770,2775,2720,30250,82997445,115334950000,42170000,KSQ
1409,232530,KR7232530006,이엠티,KONEX,일반기업부,4470,1,110,2.52,4485,4485,4400,2053,9073130,114495938880,25614304,KNX
1410,045660,KR7045660008,에이텍,KOSDAQ,우량기업부,13860,1,160,1.17,13820,14140,13750,41695,581791660,114483600000,8260000,KSQ
1411,010470,KR7010470003,오리콤,KOSDAQ,우량기업부,9550,2,-200,-2.05,9750,9900,9460,23096,222061360,114361727500,11975050,KSQ
1412,082210,KR7082210006,옵트론텍,KOSDAQ,중견기업부,4450,2,-150,-3.26,4600,4600,4415,105438,470853605,114032006500,25625170,KSQ
1413,253840,KR7253840003,수젠텍,KOSDAQ,우량기업부,6810,2,-30,-0.44,6860,6880,6760,11557,78671640,113880960480,16722608,KSQ
1414,340930,KR7340930007,유일에너테크,KOSDAQ,벤처기업부,9920,2,-30,-0.3,9860,10000,9640,15090,148363220,113764048000,11468150,KSQ
1415,005990,KR7005990007,매일홀딩스,KOSDAQ,우량기업부,8290,1,110,1.34,8190,8290,8010,4706,38354300,113724740160,13718304,KSQ
1416,004890,KR7004890000,동일산업,KOSPI,,46850,2,-150,-0.32,47050,47100,46600,491,22934250,113621322750,2425215,STK
1417,241690,KR7241690007,유니테크노,KOSDAQ,우량기업부,4535,2,-115,-2.47,4620,4675,4530,81790,374846335,113427447275,25011565,KSQ
1418,002460,KR7002460004,화성산업,KOSPI,,11170,3,0,0.0,11000,11180,10950,20949,230963210,113375500000,10150000,STK
1419,053450,KR7053450003,세코닉스,KOSDAQ,중견기업부,7660,2,-20,-0.26,7710,7820,7610,103744,800937250,113312870980,14792803,KSQ
1420,034590,KR7034590000,인천도시가스,KOSPI,,25850,3,0,0.0,25800,25900,25600,1828,47103600,113087390900,4374754,STK
1421,217950,KR7217950005,파마리서치바이오,KONEX,일반기업부,27800,1,50,0.18,27150,27800,27150,261,7239600,112990069800,4064391,KNX
1422,108380,KR7108380007,대양전기공업,KOSDAQ,우량기업부,11800,1,50,0.43,11750,11840,11720,4858,57248030,112894529400,9567333,KSQ
1423,352090,KR7352090005,스톰테크,KOSDAQ,중견기업부,8400,2,-280,-3.23,8600,8690,8350,59046,500644870,112866591600,13436499,KSQ
1424,067830,KR7067830000,세이브존I&C,KOSPI,,2750,2,-45,-1.61,2810,2855,2725,213633,596738945,112862461250,41040895,STK
1425,049960,KR7049960008,쎌바이오텍,KOSDAQ,벤처기업부,12000,1,70,0.59,11930,12100,11910,19914,238553490,112800000000,9400000,KSQ
1426,307930,KR7307930008,컴퍼니케이,KOSDAQ,중견기업부,7210,1,140,1.98,7050,7530,6920,756606,5537486590,112548100000,15610000,KSQ
1427,403490,KR7403490006,우듬지팜,KOSDAQ,벤처기업부,2505,1,165,7.05,2405,2590,2370,1600294,3984234765,112535782320,44924464,KSQ
1428,306620,KR7306620006,네온테크,KOSDAQ,벤처기업부,2695,1,5,0.19,2680,2790,2675,40296,108670285,112418170865,41713607,KSQ
1429,361570,KR7361570005,알비더블유,KOSDAQ,중견기업부,3920,1,120,3.16,3815,4575,3800,7627450,32001601060,112250340720,28635291,KSQ
1430,251120,KR7251120002,바이오에프디엔씨,KOSDAQ,기술성장기업부,12890,1,20,0.16,12870,13000,12770,8003,103122410,112087573000,8695700,KSQ
1431,284620,KR7284620002,카이노스메드,KOSDAQ,기술성장기업부,4010,2,-5,-0.12,4015,4170,3985,18714,75058600,111968807960,27922396,KSQ
1432,036580,KR7036580009,팜스코,KOSPI,,3045,2,-20,-0.65,3060,3095,3040,15268,46676725,111836586435,36727943,STK
1433,027050,KR7027050004,코리아나,KOSDAQ,중견기업부,2795,2,-15,-0.53,2800,2825,2775,68282,190959690,111800000000,40000000,KSQ
1434,094850,KR7094850005,참좋은여행,KOSDAQ,중견기업부,7980,2,-120,-1.48,8080,8090,7930,18793,149996880,111720000000,14000000,KSQ
1435,241840,KR7241840008,에이스토리,KOSDAQ,중견기업부,11700,1,50,0.43,11650,11750,11570,11286,131257960,111617929800,9539994,KSQ
1436,330350,KR7330350000,위더스제약,KOSDAQ,우량기업부,8440,2,-150,-1.75,8530,8590,8440,21983,186705390,111426053160,13202139,KSQ
1437,033540,KR7033540006,파라텍,KOSDAQ,중견기업부,2990,1,255,9.32,2675,3400,2500,4796613,14729628970,111332057980,37234802,KSQ
1438,065530,KR7065530008,와이어블,KOSDAQ,중견기업부,2105,2,-15,-0.71,2150,2155,2100,84553,179316130,111270300000,52860000,KSQ
1439,013520,KR7013520002,화승코퍼레이션,KOSPI,,2220,2,-70,-3.06,2280,2285,2210,123330,275978270,111113779440,50051252,STK
1440,067290,KR7067290007,JW신약,KOSDAQ,중견기업부,2175,1,20,0.93,2155,2185,2140,56046,121518715,110580266850,50841502,KSQ
1441,096775,KR7096771001,SK이노베이션우,KOSPI,,88500,2,-700,-0.78,89200,89500,88000,1758,155526700,110485701000,1248426,STK
1442,001540,KR7001540004,안국약품,KOSDAQ,우량기업부,8470,2,-20,-0.24,8590,8630,8450,19164,163391740,110469297400,13042420,KSQ
1443,000230,KR7000230003,일동홀딩스,KOSPI,,9570,2,-30,-0.31,9580,9670,9500,6284,60086100,110441628000,11540400,STK
1444,064480,KR7064480007,브리지텍,KOSDAQ,벤처기업부,9240,1,240,2.67,8720,9500,8530,1236777,11259351560,110441100000,11952500,KSQ
1445,004140,KR7004140000,동방,KOSPI,,2295,2,-15,-0.65,2335,2335,2270,313919,720058910,110095202970,47971766,STK
1446,053980,KR7053980009,오상자이엘,KOSDAQ,우량기업부,5790,1,60,1.05,5780,5800,5680,40215,230948570,109910313570,18982783,KSQ
1447,160550,KR7160550000,NEW,KOSDAQ,중견기업부,3935,1,15,0.38,3885,3950,3870,43732,171056255,109810527110,27906106,KSQ
1448,052330,KR7052330008,코텍,KOSDAQ,벤처기업부,7050,3,0,0.0,7050,7120,7030,5811,40999180,109800591600,15574552,KSQ
1449,004540,KR7004540001,깨끗한나라,KOSPI,,2945,1,45,1.55,2925,2975,2860,209692,613684545,109673840885,37240693,STK
1450,105550,KR7105550008,트루윈,KOSDAQ,중견기업부,2375,3,0,0.0,2400,2430,2365,47533,113150305,109425303500,46073812,KSQ
1451,037950,KR7037950003,엘컴텍,KOSDAQ,중견기업부,1292,2,-15,-1.15,1303,1310,1285,412631,533427386,109106194548,84447519,KSQ
1452,093920,KR7093920007,서원인텍,KOSDAQ,우량기업부,5860,2,-40,-0.68,5860,5900,5840,13394,78616210,108996000000,18600000,KSQ
1453,234100,KR7234100006,폴라리스세원,KOSDAQ,우량기업부,2005,2,-55,-2.67,2045,2050,1999,551966,1109145187,108960217240,54344248,KSQ
1454,004720,KR7004720009,팜젠사이언스,KOSPI,,5990,1,80,1.35,5910,6100,5900,96868,582500760,108889364750,18178525,STK
1455,217730,KR7217730001,강스템바이오텍,KOSDAQ,기술성장기업부,1940,1,9,0.47,1931,1960,1925,28341,54870964,108519574500,55937925,KSQ
1456,145210,KR7145210001,다이나믹디자인,KOSPI,,6270,1,120,1.95,6280,6340,6010,79883,493751570,108477853110,17301093,STK
1457,004100,KR7004100004,태양금속,KOSPI,,2955,2,-45,-1.5,2990,3030,2910,308191,910580965,108448500000,36700000,STK
1458,012690,KR7012690004,모나리자,KOSPI,,2965,2,-30,-1.0,3010,3010,2960,82259,244530310,108433771075,36571255,STK
1459,040420,KR7040420002,정상제이엘에스,KOSDAQ,우량기업부,6910,2,-10,-0.14,6900,6930,6890,6576,45408590,108331884320,15677552,KSQ
1460,095190,KR7095190005,이엠코리아,KOSDAQ,중견기업부,2540,2,-20,-0.78,2615,2615,2505,185857,470573180,108155833980,42581037,KSQ
1461,389470,KR7389470006,인벤티지랩,KOSDAQ,기술성장기업부,12770,2,-50,-0.39,12810,12910,12610,39001,497462250,107951910120,8453556,KSQ
1462,304360,KR7304360001,에스바이오메딕스,KOSDAQ,기술성장기업부,9520,2,-150,-1.55,9690,9950,9460,68032,653504650,107928963520,11337076,KSQ
1463,007280,KR7007280001,한국특강,KOSPI,,1780,2,-12,-0.67,1792,1792,1780,8247,14734916,107849484440,60589598,STK
1464,199820,KR7199820002,제일전기공업,KOSDAQ,우량기업부,9700,2,-50,-0.51,9650,9750,9640,3161,30595470,107767000000,11110000,KSQ
1465,257370,KR7257370007,피엔티엠에스,KOSDAQ,관리종목(소속부없음),9210,0,0,0.0,0,0,0,0,0,107645199810,11687861,KSQ
1466,049080,KR7049080005,기가레인,KOSDAQ,벤처기업부,1265,2,-7,-0.55,1272,1278,1254,237633,301092719,107377433955,84883347,KSQ
1467,007820,KR7007820004,에스엠코어,KOSDAQ,중견기업부,5350,2,-10,-0.19,5290,5390,5290,27290,145833690,107181611100,20033946,KSQ
1468,003350,KR7003350006,한국화장품제조,KOSPI,,23600,2,-100,-0.42,23600,23800,23350,4819,113598800,106955200000,4532000,STK
1469,122830,KR7122830003,원포유,KONEX,일반기업부,3265,1,45,1.4,3220,3340,3220,12491,40695060,106935231025,32751985,KNX
1470,160600,KR7160600003,이큐셀,KOSDAQ,관리종목(소속부없음),3100,0,0,0.0,0,0,0,0,0,106895911200,34482552,KSQ
1471,288620,KR7288620008,에스퓨얼셀,KOSDAQ,벤처기업부,15300,2,-180,-1.16,15410,15600,15170,12117,185214680,106783534800,6979316,KSQ
1472,053050,KR7053050001,지에스이,KOSDAQ,우량기업부,3555,1,5,0.14,3560,3610,3530,622117,2221111855,106605907335,29987597,KSQ
1473,093190,KR7093190007,빅솔론,KOSDAQ,우량기업부,5540,2,-40,-0.72,5530,5610,5480,21074,116243360,106583533700,19238905,KSQ
1474,302430,KR7302430004,이노메트리,KOSDAQ,벤처기업부,10810,1,160,1.5,10760,11020,10560,36922,399886590,106296978480,9833208,KSQ
1475,396300,KR7396300006,세아메카닉스,KOSDAQ,벤처기업부,4010,3,0,0.0,3985,4065,3970,76049,305339440,106222895000,26489500,KSQ
1476,006740,KR7006740005,영풍제지,KOSPI,,2285,2,-40,-1.72,2325,2325,2275,459654,1053451630,106211708180,46482148,STK
1477,323280,KR7323280008,태성,KOSDAQ,벤처기업부,4110,2,-100,-2.38,4210,4265,4050,386482,1609629260,106123200300,25820730,KSQ
1478,006370,KR7006370001,대구백화점,KOSPI,,9800,3,0,0.0,9850,10090,9760,49025,483944850,106051787800,10821611,STK
1479,023450,KR7023450000,동남합성,KOSPI,,30300,2,-300,-0.98,30600,30950,30250,1572,47750650,106050000000,3500000,STK
1480,293580,KR7293580007,나우IB,KOSDAQ,중견기업부,1105,2,-3,-0.27,1108,1109,1095,108653,119404213,105825850000,95770000,KSQ
1481,021320,KR7021320007,KCC건설,KOSDAQ,우량기업부,4945,1,5,0.1,5000,5000,4915,3967,19583730,105823000000,21400000,KSQ
1482,417970,KR7417970001,모델솔루션,KOSDAQ,중견기업부,16540,2,-100,-0.6,16730,16730,16400,7455,123119790,105801418000,6396700,KSQ
1483,187870,KR7187870001,디바이스이엔지,KOSDAQ,우량기업부,15010,2,-110,-0.73,15000,15110,14880,1824,27315400,105619501090,7036609,KSQ
1484,277070,KR7277070009,린드먼아시아,KOSDAQ,중견기업부,7710,1,580,8.13,7000,8560,6910,7285283,57903703040,105565320000,13692000,KSQ
1485,452160,KR7452160005,제이엔비,KOSDAQ,중견기업부,11450,2,-150,-1.29,11600,11730,11240,15252,175279760,105505692950,9214471,KSQ
1486,226400,KR7226400000,오스테오닉,KOSDAQ,기술성장기업부,5100,2,-190,-3.59,5280,5300,5070,115090,591793250,105374165100,20661601,KSQ
1487,027830,KR7027830009,대성창투,KOSDAQ,중견기업부,1950,1,26,1.35,1944,1971,1910,458875,889800393,105300000000,54000000,KSQ
1488,012170,KR7012170007,아센디오,KOSPI,,1015,2,-25,-2.4,1067,1067,1007,117756,120347923,105123030320,103569488,STK
1489,264900,KR7264900002,크라운제과,KOSPI,,8380,2,-100,-1.18,8500,8500,8290,22565,190218200,104949863000,12523850,STK
1490,059120,KR7059120006,아진엑스텍,KOSDAQ,벤처기업부,10760,2,-180,-1.65,10890,11010,10610,109530,1182082480,104894892960,9748596,KSQ
1491,101930,KR7101930006,인화정공,KOSDAQ,투자주의환기종목(소속부없음),11240,1,180,1.63,11060,11290,10800,7952,88816790,104888364200,9331705,KSQ
1492,290720,KR7290720002,푸드나무,KOSDAQ,중견기업부,7820,2,-60,-0.76,7880,7900,7810,6327,49807220,104811913560,13403058,KSQ
1493,203690,KR7203690003,스피어파워,KOSDAQ,벤처기업부,8810,2,-10,-0.11,9200,9200,8640,81543,725938150,104794359730,11894933,KSQ
1494,018120,KR7018120006,진로발효,KOSDAQ,우량기업부,15810,1,60,0.38,15710,15820,15710,853,13475420,104679907200,6621120,KSQ
1495,309960,KR7309960003,LB인베스트먼트,KOSDAQ,중견기업부,4505,2,-15,-0.33,4485,4550,4450,42889,192698130,104593661695,23217239,KSQ
1496,036090,KR7036090009,위지트,KOSDAQ,중견기업부,882,2,-41,-4.44,939,941,878,3558832,3206005107,104421994488,118392284,KSQ
1497,035000,KR7035000009,HS애드,KOSPI,,6300,3,0,0.0,6260,6310,6260,9445,59450110,104374676700,16567409,STK
1498,350520,KR7350520003,이지스레지던스리츠,KOSPI,,3680,2,-10,-0.27,3700,3710,3680,11229,41528165,104359710560,28358617,STK
1499,217500,KR7217500008,러셀,KOSDAQ,벤처기업부,3280,2,-75,-2.24,3350,3350,3265,74143,245120480,104343360000,31812000,KSQ
1500,038680,KR7038680005,에스넷,KOSDAQ,중견기업부,5370,2,-200,-3.59,5520,5550,5330,174641,944290020,104322066360,19426828,KSQ
1501,002720,KR7002720001,국제약품,KOSPI,,4930,2,-40,-0.8,4970,4980,4915,89779,443513460,104317971760,21159832,STK
1502,011150,KR7011150000,CJ씨푸드,KOSPI,,2900,3,0,0.0,2900,2920,2895,42196,122477425,104199241700,35930773,STK
1503,080000,KR7080000003,에스엔유,KOSDAQ,우량기업부,3035,2,-5,-0.16,3040,3050,3010,80388,242903325,104169910450,34322870,KSQ
1504,352910,KR7352910004,오비고,KOSDAQ,기술성장기업부,8540,1,10,0.12,8530,8620,8470,14947,127362570,104143660320,12194808,KSQ
1505,215100,KR7215100009,로보로보,KOSDAQ,벤처기업부,5110,1,20,0.39,5090,5160,5090,83473,428236900,103980599940,20348454,KSQ
1506,263050,KR7263050007,유틸렉스,KOSDAQ,기술성장기업부,2825,2,-30,-1.05,2855,2895,2825,36070,102504090,103855065375,36762855,KSQ
1507,049520,KR7049520000,유아이엘,KOSDAQ,중견기업부,4765,2,-35,-0.73,4800,4895,4750,102721,490545395,103805220040,21784936,KSQ
1508,127980,KR7127980001,화인써키트,KOSDAQ,중견기업부,8750,2,-70,-0.79,8830,8850,8660,14262,124623720,103605985000,11840684,KSQ
1509,123690,KR7123690000,한국화장품,KOSPI,,6410,3,0,0.0,6420,6470,6330,20206,129002620,102995880000,16068000,STK
1510,078000,KR7078000007,텔코웨어,KOSPI,,10610,2,-230,-2.12,10850,10870,10610,6781,72179260,102945710660,9702706,STK
1511,072020,KR7072020001,중앙백신,KOSDAQ,벤처기업부,10650,2,-10,-0.09,10660,10700,10600,20666,220097540,102865016550,9658687,KSQ
1512,347770,KR7347770000,핌스,KOSDAQ,벤처기업부,4500,2,-25,-0.55,4600,4600,4475,94972,430031055,102856689000,22857042,KSQ
1513,073560,KR7073560005,우리손에프앤지,KOSDAQ,우량기업부,1485,2,-11,-0.74,1495,1495,1483,118881,176778398,102817899855,69237643,KSQ
1514,950110,KR8392070007,SBI핀테크솔루션즈,KOSDAQ,외국기업(소속부없음),4270,2,-20,-0.47,4240,4295,4235,526,2240840,102704345800,24052540,KSQ
1515,086710,KR7086710001,선진뷰티사이언스,KOSDAQ,중견기업부,8390,2,-30,-0.36,8410,8420,8320,11138,93034410,102385519200,12203280,KSQ
1516,007980,KR7007980006,태평양물산,KOSPI,,2005,2,-30,-1.47,2000,2025,1990,344189,688977878,102280649965,51012793,STK
1517,408920,KR7408920007,메쎄이상,KOSDAQ,중견기업부,2365,3,0,0.0,2380,2390,2360,23481,55733110,102244756075,43232455,KSQ
1518,009300,KR7009300005,삼아제약,KOSDAQ,우량기업부,16050,2,-50,-0.31,16030,16180,16010,2827,45381370,102238500000,6370000,KSQ
1519,078130,KR7078130002,국일제지,KOSDAQ,관리종목(소속부없음),800,0,0,0.0,0,0,0,0,0,102093978400,127617473,KSQ
1520,039290,KR7039290002,인포뱅크,KOSDAQ,우량기업부,11720,1,550,4.92,11400,12530,11200,750101,9061923560,101893422160,8693978,KSQ
1521,002600,KR7002600005,조흥,KOSPI,,169700,3,0,0.0,171000,171000,169100,16,2717300,101820000000,600000,STK
1522,078140,KR7078140001,대봉엘에스,KOSDAQ,우량기업부,9180,2,-10,-0.11,9250,9270,9070,58845,539605870,101774795220,11086579,KSQ
1523,066670,KR7066670001,디스플레이텍,KOSDAQ,우량기업부,5440,2,-20,-0.37,5440,5500,5420,46504,253567800,101684033920,18691918,KSQ
1524,139670,KR7139670004,키네마스터,KOSDAQ,중견기업부,7250,4,1670,29.93,6700,7250,6670,7265398,51251919660,101641933250,14019577,KSQ
1525,092460,KR7092460005,한라IMS,KOSDAQ,우량기업부,5940,2,-60,-1.0,6000,6000,5900,4430,26348840,101631499200,17109680,KSQ
1526,205500,KR7205500002,액션스퀘어,KOSDAQ,중견기업부,2005,2,-40,-1.96,2045,2045,1985,28783,57616318,101495708505,50621301,KSQ
1527,155650,KR7155650005,와이엠씨,KOSDAQ,우량기업부,5210,2,-40,-0.76,5260,5270,5200,30145,157562000,101461405180,19474358,KSQ
1528,052790,KR7052790003,액토즈소프트,KOSDAQ,중견기업부,8950,2,-40,-0.44,8990,9140,8860,15932,142443630,101409210100,11330638,KSQ
1529,011690,KR7011690005,와이투솔루션,KOSPI,,2770,2,-20,-0.72,2780,2800,2750,30413,84272950,101311071380,36574394,STK
1530,019010,KR7019010008,베뉴지,KOSDAQ,중견기업부,2100,1,25,1.2,2075,2120,2060,32469,67247835,101220000000,48200000,KSQ
1531,347000,KR7347000002,센코,KOSDAQ,기술성장기업부,3065,2,-10,-0.33,3085,3130,3055,192600,595352145,101160251440,33004976,KSQ
1532,227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,11090,2,-10,-0.09,11030,11150,11030,2200,24426800,100928271240,9100836,STK
1533,417840,KR7417840006,저스템,KOSDAQ,벤처기업부,14080,2,-280,-1.95,14090,14200,13810,52437,735098340,100792032000,7158525,KSQ
1534,260930,KR7260930003,씨티케이,KOSDAQ,중견기업부,5210,2,-30,-0.57,5240,5260,5190,7443,38848750,100769689110,19341591,KSQ
1535,053260,KR7053260006,금강철강,KOSDAQ,우량기업부,5380,2,-40,-0.74,5450,5470,5320,73690,396684010,100713600000,18720000,KSQ
1536,226440,KR7226440006,한송네오텍,KOSDAQ,투자주의환기종목(소속부없음),1530,0,0,0.0,0,0,0,0,0,100580954580,65739186,KSQ
1537,122310,KR7122310006,제노레이,KOSDAQ,우량기업부,6900,2,-50,-0.72,6970,6970,6870,12050,83211440,100421523600,14553844,KSQ
1538,019590,KR7019590009,엠벤처투자,KOSDAQ,중견기업부,880,2,-3,-0.34,880,899,865,140258,123902087,100290556960,113966542,KSQ
1539,333620,KR7333620003,엔시스,KOSDAQ,벤처기업부,9500,2,-110,-1.14,9610,9610,9450,4867,46159230,100285268000,10556344,KSQ
1540,265560,KR7265560003,영화테크,KOSDAQ,벤처기업부,9370,2,-50,-0.53,9330,9420,9330,6493,60749200,100166986600,10690180,KSQ
1541,196300,KR7196300008,애니젠,KOSDAQ,기술성장기업부,16870,1,180,1.08,16690,17040,16440,51240,858933720,100162149780,5937294,KSQ
1542,218150,KR7218150001,미래생명자원,KOSDAQ,벤처기업부,4905,1,5,0.1,4850,4925,4835,78872,384585050,100139508810,20415802,KSQ
1543,241520,KR7241520006,DSC인베스트먼트,KOSDAQ,중견기업부,3600,2,-20,-0.55,3620,3640,3550,148118,531148110,100121050800,27811403,KSQ
1544,024880,KR7024880007,케이피에프,KOSDAQ,우량기업부,4820,2,-30,-0.62,4865,4865,4800,21161,102036425,99691086360,20682798,KSQ
1545,141000,KR7141000000,비아트론,KOSDAQ,우량기업부,8220,2,-60,-0.72,8250,8320,8190,8609,70962170,99582916200,12114710,KSQ
1546,348350,KR7348350000,위드텍,KOSDAQ,우량기업부,9760,2,-90,-0.91,9840,9880,9740,4400,42938300,99391936000,10183600,KSQ
1547,006140,KR7006140008,피제이전자,KOSDAQ,우량기업부,6620,2,-50,-0.75,6670,6690,6570,17286,114409380,99300000000,15000000,KSQ
1548,037440,KR7037440005,희림,KOSDAQ,우량기업부,7130,2,-50,-0.7,7140,7200,7010,77717,552735250,99267246750,13922475,KSQ
